title,authors,categories,average_rating,ratings_count,combined_features
The Changeling,Philippa Carr,Fiction,3.99,341.0,The Changeling Philippa Carr Fiction
"Lost Boy, Lost Girl",Peter Straub,Fiction,3.48,3940.0,"Lost Boy, Lost Girl Peter Straub Fiction"
Iberia,James Albert Michener,Literary Criticism,3.7,2067.0,Iberia James Albert Michener Literary Criticism
The Bridge at Andau,James A. Michener,Fiction,3.94,1076.0,The Bridge at Andau James A. Michener Fiction
Drifters,James A. Michener,Fiction,4.04,6037.0,Drifters James A. Michener Fiction
Journey,James A. Michener,Fiction,3.8,1507.0,Journey James A. Michener Fiction
Driving Force,Dick Francis,Fiction,3.96,2548.0,Driving Force Dick Francis Fiction
Darker Than Amber,John D. MacDonald,Fiction,4.04,2544.0,Darker Than Amber John D. MacDonald Fiction
Asylum,John Saul,Fiction,4.1,908.0,Asylum John Saul Fiction
Centennial,James A. Michener,Historical Fiction,4.23,94.0,Centennial James A. Michener Historical Fiction
Ice Castles,Leonore Fleischer,Blind,3.87,161.0,Ice Castles Leonore Fleischer Blind
Winter of Magic's Return,Pamela F. Service,Fantasy.,4.25,227.0,Winter of Magic's Return Pamela F. Service Fantasy.
Indian Givers,J. McIver Weatherford,History,4.12,1668.0,Indian Givers J. McIver Weatherford History
The Dragon Doesn't Live Here Anymore,Alan Cohen,"Body, Mind & Spirit",4.27,165.0,"The Dragon Doesn't Live Here Anymore Alan Cohen Body, Mind & Spirit"
The All-true Travels and Adventures of Lidie Newton,Jane Smiley,Fiction,3.57,2080.0,The All-true Travels and Adventures of Lidie Newton Jane Smiley Fiction
And I Don't Want to Live this Life,Deborah Spungen,Biography & Autobiography,4.09,4595.0,And I Don't Want to Live this Life Deborah Spungen Biography & Autobiography
Davita's Harp,Chaim Potok,Fiction,3.98,4869.0,Davita's Harp Chaim Potok Fiction
The Tin Can Tree,Anne Tyler,Fiction,3.6,2325.0,The Tin Can Tree Anne Tyler Fiction
Rabbit at Rest,John Updike,Fiction,3.97,13038.0,Rabbit at Rest John Updike Fiction
The Shining,Stephen King,Boys,4.21,911271.0,The Shining Stephen King Boys
The Dark Half,Stephen King,English fiction,3.76,105027.0,The Dark Half Stephen King English fiction
Nightmares and Dreamscapes,Stephen King,English fiction,3.93,61981.0,Nightmares and Dreamscapes Stephen King English fiction
"Capitalism, the Unknown Ideal",Ayn Rand;Clarence Belden Randall,Capitalism,3.87,3426.0,"Capitalism, the Unknown Ideal Ayn Rand;Clarence Belden Randall Capitalism"
'Salem's Lot,Stephen King,Fiction,4.01,399.0,'Salem's Lot Stephen King Fiction
The Dead Zone,Stephen King,Fiction,3.92,145883.0,The Dead Zone Stephen King Fiction
Fools Die,Mario Puzo,Fiction,3.71,5017.0,Fools Die Mario Puzo Fiction
I Never Promised You a Rose Garden,Joanne Greenberg,Mental illness,3.86,23725.0,I Never Promised You a Rose Garden Joanne Greenberg Mental illness
Cujo,Stephen King,Fiction,3.7,2575.0,Cujo Stephen King Fiction
For the New Intellectual,Ayn Rand,Literary Collections,3.68,2674.0,For the New Intellectual Ayn Rand Literary Collections
The Virtue of Selfishness,Ayn Rand;Nathaniel Branden,Philosophy,3.5,11122.0,The Virtue of Selfishness Ayn Rand;Nathaniel Branden Philosophy
The Eyes of the Dragon,Stephen King,Fiction,3.93,2849.0,The Eyes of the Dragon Stephen King Fiction
Skeleton Crew,Stephen King,Fiction,3.95,1857.0,Skeleton Crew Stephen King Fiction
It,Stephen King,Fiction,4.23,293877.0,It Stephen King Fiction
The Langoliers,Stephen King,Horror tales,3.92,262.0,The Langoliers Stephen King Horror tales
Matters of Choice,Noah Gordon,Fiction,3.37,2548.0,Matters of Choice Noah Gordon Fiction
The Bone Collector,Jeffery Deaver,Fiction,4.19,132188.0,The Bone Collector Jeffery Deaver Fiction
Thinner,Stephen King;Richard Bachman,Allegories,3.7,147510.0,Thinner Stephen King;Richard Bachman Allegories
Ritual Sins,Anne Stuart,Fiction,3.69,664.0,Ritual Sins Anne Stuart Fiction
Wizard and Glass,Stephen King,Fiction,4.25,864.0,Wizard and Glass Stephen King Fiction
The Running Man,Stephen King;Richard Bachman,Fiction,3.86,79294.0,The Running Man Stephen King;Richard Bachman Fiction
Devil's Embrace,Catherine Coulter,Fiction,3.8,3319.0,Devil's Embrace Catherine Coulter Fiction
The Stranger Beside Me,Ann Rule,True Crime,4.14,47930.0,The Stranger Beside Me Ann Rule True Crime
Trauma,Graham Masterton,Fiction,3.54,333.0,Trauma Graham Masterton Fiction
Dead Sleep,Greg Iles,Fiction,4.04,7844.0,Dead Sleep Greg Iles Fiction
Blessings from the Other Side,Sylvia Browne;Lindsay Harrison,"Body, Mind & Spirit",3.95,38.0,"Blessings from the Other Side Sylvia Browne;Lindsay Harrison Body, Mind & Spirit"
The pillars of the earth,Ken Follett,Fiction,4.31,530446.0,The pillars of the earth Ken Follett Fiction
The Love You Make,Peter Brown;Steven S. Gaines,Biography & Autobiography,4.09,2438.0,The Love You Make Peter Brown;Steven S. Gaines Biography & Autobiography
Trapped,Greg Iles,Fiction,3.99,313.0,Trapped Greg Iles Fiction
Jackdaws,Ken Follett,Fiction,3.95,352.0,Jackdaws Ken Follett Fiction
The Oath,John Lescroart,Fiction,4.02,2681.0,The Oath John Lescroart Fiction
The Key to Rebecca,Ken Follett,Fiction,3.88,18661.0,The Key to Rebecca Ken Follett Fiction
Black Like Me,John Howard Griffin,Biography & Autobiography,4.13,52092.0,Black Like Me John Howard Griffin Biography & Autobiography
The Man from St. Petersburg,Ken Follett,Fiction,3.87,15320.0,The Man from St. Petersburg Ken Follett Fiction
Codebreakers' Victory,Hervie Haufler,History,4.15,39.0,Codebreakers' Victory Hervie Haufler History
No Second Chance,Harlan Coben,Fiction,4.07,21141.0,No Second Chance Harlan Coben Fiction
A Case of Need,Michael Crichton,Fiction,3.7,15655.0,A Case of Need Michael Crichton Fiction
The Drawing of the Three,Stephen King,Fiction,4.23,163647.0,The Drawing of the Three Stephen King Fiction
A Whole Lotta Love,Donna Hill;Brenda Jackson;Monica Jackson;Francis Ray,Fiction,4.46,646.0,A Whole Lotta Love Donna Hill;Brenda Jackson;Monica Jackson;Francis Ray Fiction
Night Over Water,Ken Follett,FICTION,3.81,13965.0,Night Over Water Ken Follett FICTION
Monkeewrench,P. J. Tracy,Fiction,4.12,7696.0,Monkeewrench P. J. Tracy Fiction
On Wings of Eagles,Ken Follett,History,3.93,7462.0,On Wings of Eagles Ken Follett History
The Agony and the Ecstasy,Irving Stone,Fiction,4.07,903.0,The Agony and the Ecstasy Irving Stone Fiction
The Innocent,Harlan Coben,Fiction,3.96,20470.0,The Innocent Harlan Coben Fiction
Dispatch,Bentley Little,Fiction,3.61,1259.0,Dispatch Bentley Little Fiction
Dark Lover,J. R. Ward,Fiction,4.2,250693.0,Dark Lover J. R. Ward Fiction
The Godfather,Mario Puzo,Fiction,4.37,177.0,The Godfather Mario Puzo Fiction
Black Sunday,Thomas Harris,Fiction,3.6,6784.0,Black Sunday Thomas Harris Fiction
Bitter is the New Black,Jen Lancaster,Biography & Autobiography,3.9,43933.0,Bitter is the New Black Jen Lancaster Biography & Autobiography
A Certain Justice,John T. Lescroart,Fiction,4.0,2921.0,A Certain Justice John T. Lescroart Fiction
Lover Eternal,J. R. Ward,Fiction,4.35,152091.0,Lover Eternal J. R. Ward Fiction
Promise Me,Harlan Coben,Fiction,3.98,20365.0,Promise Me Harlan Coben Fiction
Lover Awakened,J. R. Ward,Fiction,4.45,141779.0,Lover Awakened J. R. Ward Fiction
Belle Ruin,Martha Grimes,Fiction,3.51,1125.0,Belle Ruin Martha Grimes Fiction
What Angels Fear,C. S. Harris,Fiction,3.89,9606.0,What Angels Fear C. S. Harris Fiction
The Last Templar,Raymond Khoury,Fiction,3.6,36519.0,The Last Templar Raymond Khoury Fiction
The Old Wine Shades,Martha Grimes,Fiction,3.61,2566.0,The Old Wine Shades Martha Grimes Fiction
"Bright Lights, Big Ass",Jen Lancaster,Biography & Autobiography,4.06,28477.0,"Bright Lights, Big Ass Jen Lancaster Biography & Autobiography"
